Geography Type,Geography Name,Year, Population , Households ,Persons Per Household (PPH)
County,Kittson,2018,"  4,260 ","  1,912 ",2.17
County,Koochiching,2018,"  12,630 ","  5,823 ",2.13
County,Lac qui Parle,2018,"  6,662 ","  3,024 ",2.15
County,Lake,2018,"  10,590 ","  4,852 ",2.14
County,Lake of the Woods,2018,"  3,801 ","  1,729 ",2.17
County,Le Sueur,2018,"  28,432 ","  11,177 ",2.52
County,Lincoln,2018,"  5,679 ","  2,520 ",2.20
County,Lyon,2018,"  25,700 ","  10,351 ",2.40
County,Mahnomen,2018,"  5,526 ","  2,009 ",2.71
County,Marshall,2018,"  9,384 ","  3,976 ",2.34
County,Martin,2018,"  19,822 ","  8,871 ",2.20
County,McLeod,2018,"  35,959 ","  14,757 ",2.40
County,Meeker,2018,"  23,169 ","  9,282 ",2.46
County,Mille Lacs,2018,"  26,080 ","  10,323 ",2.48
County,Morrison,2018,"  33,191 ","  13,321 ",2.45
County,Mower,2018,"  40,017 ","  15,949 ",2.47
County,Murray,2018,"  8,293 ","  3,655 ",2.22
County,Nicollet,2018,"  34,189 ","  12,961 ",2.42
County,Nobles,2018,"  22,021 ","  8,125 ",2.66
County,Norman,2018,"  6,518 ","  2,764 ",2.31
County,Olmsted,2018,"  157,446 ","  63,203 ",2.45
County,Otter Tail,2018,"  58,735 ","  24,840 ",2.32
County,Pennington,2018,"  14,276 ","  6,094 ",2.29
County,Pine,2018,"  29,490 ","  11,534 ",2.41
County,Pipestone,2018,"  9,100 ","  3,987 ",2.23
County,Polk,2018,"  31,627 ","  12,909 ",2.36
County,Pope,2018,"  11,046 ","  4,875 ",2.23
County,Ramsey,2018,"  552,232 ","  216,009 ",2.48
County,Red Lake,2018,"  3,981 ","  1,729 ",2.30
County,Redwood,2018,"  15,252 ","  6,422 ",2.32
County,Renville,2018,"  14,674 ","  6,277 ",2.28
County,Rice,2018,"  66,364 ","  23,435 ",2.52
County,Rock,2018,"  9,435 ","  3,906 ",2.35
County,Roseau,2018,"  15,313 ","  6,269 ",2.41
County,Scott,2018,"  146,111 ","  49,812 ",2.91
County,Sherburne,2018,"  96,208 ","  32,626 ",2.88
County,Sibley,2018,"  15,022 ","  6,008 ",2.46
County,St. Louis,2018,"  200,261 ","  86,337 ",2.21
County,Stearns,2018,"  159,258 ","  59,837 ",2.54
County,Steele,2018,"  36,933 ","  14,562 ",2.50
County,Stevens,2018,"  9,680 ","  3,720 ",2.35
County,Swift,2018,"  9,374 ","  4,163 ",2.21
County,Todd,2018,"  24,587 ","  9,855 ",2.46
County,Traverse,2018,"  3,316 ","  1,484 ",2.17
County,Wabasha,2018,"  21,624 ","  8,961 ",2.39
County,Wadena,2018,"  13,774 ","  5,765 ",2.30
County,Waseca,2018,"  18,738 ","  7,333 ",2.43
County,Washington,2018,"  261,512 ","  96,424 ",2.68
County,Watonwan,2018,"  10,962 ","  4,501 ",2.40
County,Wilkin,2018,"  6,293 ","  2,718 ",2.26
County,Winona,2018,"  50,798 ","  19,889 ",2.36
County,Wright,2018,"  136,510 ","  48,378 ",2.80
County,Yellow Medicine,2018,"  9,809 ","  4,148 ",2.29
State,Minnesota,2017,"  5,577,487 ","  2,201,400 ",2.47
EDR,01 (Northwest),2017,"  85,726 ","  35,682 ",2.34
EDR,02 (Headwaters),2017,"  85,868 ","  34,263 ",2.43
EDR,03 (Arrowhead),2017,"  325,303 ","  139,751 ",2.24
EDR,04 (West Central),2017,"  230,153 ","  95,153 ",2.35
EDR,05 (North Central),2017,"  165,162 ","  68,303 ",2.38
EDR,06E (Southwest Central),2017,"  116,496 ","  47,209 ",2.42
EDR,06W (Upper MN Valley),2017,"  43,065 ","  18,741 ",2.24
EDR,07E (East Central),2017,"  165,954 ","  62,985 ",2.56
EDR,07W (Central),2017,"  426,901 ","  155,113 ",2.67
EDR,08 (Southwest),2017,"  117,006 ","  48,131 ",2.37
EDR,09 (South Central),2017,"  232,275 ","  93,870 ",2.36
EDR,10 (Southeast),2017,"  508,015 ","  201,359 ",2.44
EDR,11 (7 County Twin Cities),2017,"  3,075,563 ","  1,200,840 ",2.51
County,Aitkin,2017,"  15,821 ","  7,297 ",2.13
County,Anoka,2017,"  352,674 ","  129,391 ",2.70
County,Becker,2017,"  34,103 ","  14,097 ",2.39
County,Beltrami,2017,"  46,585 ","  17,912 ",2.48
County,Benton,2017,"  40,128 ","  16,012 ",2.44
County,Big Stone,2017,"  5,029 ","  2,240 ",2.18
County,Blue Earth,2017,"  67,220 ","  26,462 ",2.39
County,Brown,2017,"  25,245 ","  10,874 ",2.22
County,Carlton,2017,"  35,655 ","  13,703 ",2.46
County,Carver,2017,"  102,858 ","  37,097 ",2.75
County,Cass,2017,"  29,327 ","  12,415 ",2.34
County,Chippewa,2017,"  12,045 ","  5,156 ",2.29
County,Chisago,2017,"  55,321 ","  20,240 ",2.65
County,Clay,2017,"  63,789 ","  24,779 ",2.45
County,Clearwater,2017,"  8,875 ","  3,627 ",2.42
County,Cook,2017,"  5,388 ","  2,638 ",2.02
County,Cottonwood,2017,"  11,320 ","  4,807 ",2.30
County,Crow Wing,2017,"  64,517 ","  27,096 ",2.35
County,Dakota,2017,"  422,580 ","  162,422 ",2.59
County,Dodge,2017,"  20,762 ","  7,770 ",2.65
County,Douglas,2017,"  37,654 ","  16,275 ",2.28
County,Faribault,2017,"  13,671 ","  6,132 ",2.19
County,Fillmore,2017,"  20,979 ","  8,628 ",2.39
County,Freeborn,2017,"  30,550 ","  13,121 ",2.28
County,Goodhue,2017,"  46,562 ","  19,205 ",2.38
County,Grant,2017,"  5,904 ","  2,614 ",2.23
County,Hennepin,2017,"  1,249,512 ","  513,638 ",2.38
County,Houston,2017,"  18,761 ","  8,002 ",2.31
County,Hubbard,2017,"  21,034 ","  8,977 ",2.32
County,Isanti,2017,"  39,553 ","  14,710 ",2.66
County,Itasca,2017,"  45,346 ","  19,288 ",2.30
County,Jackson,2017,"  9,951 ","  4,394 ",2.24
County,Kanabec,2017,"  16,010 ","  6,379 ",2.47
County,Kandiyohi,2017,"  42,768 ","  17,014 ",2.45
County,Kittson,2017,"  4,262 ","  1,912 ",2.17
County,Koochiching,2017,"  12,640 ","  5,820 ",2.13
County,Lac qui Parle,2017,"  6,687 ","  3,016 ",2.17
County,Lake,2017,"  10,531 ","  4,814 ",2.14
County,Lake of the Woods,2017,"  3,802 ","  1,723 ",2.17
County,Le Sueur,2017,"  27,881 ","  10,927 ",2.53
County,Lincoln,2017,"  5,709 ","  2,525 ",2.21
County,Lyon,2017,"  25,823 ","  10,341 ",2.40
County,Mahnomen,2017,"  5,572 ","  2,024 ",2.71
County,Marshall,2017,"  9,351 ","  3,962 ",2.34
County,Martin,2017,"  19,865 ","  8,869 ",2.20
County,McLeod,2017,"  35,884 ","  14,675 ",2.41
County,Meeker,2017,"  23,155 ","  9,239 ",2.47
County,Mille Lacs,2017,"  25,878 ","  10,244 ",2.48
County,Morrison,2017,"  33,074 ","  13,238 ",2.46
County,Mower,2017,"  39,602 ","  15,890 ",2.45
County,Murray,2017,"  8,344 ","  3,655 ",2.24
County,Nicollet,2017,"  33,892 ","  12,860 ",2.41
County,Nobles,2017,"  21,963 ","  8,088 ",2.67
County,Norman,2017,"  6,601 ","  2,775 ",2.33
County,Olmsted,2017,"  155,849 ","  62,295 ",2.46
County,Otter Tail,2017,"  58,329 ","  24,668 ",2.32
County,Pennington,2017,"  14,301 ","  6,096 ",2.29
County,Pine,2017,"  29,192 ","  11,412 ",2.42
County,Pipestone,2017,"  9,127 ","  3,982 ",2.24
County,Polk,2017,"  31,720 ","  12,886 ",2.36
County,Pope,2017,"  10,950 ","  4,813 ",2.24
County,Ramsey,2017,"  546,317 ","  214,112 ",2.47
County,Red Lake,2017,"  4,007 ","  1,726 ",2.31
County,Redwood,2017,"  15,278 ","  6,428 ",2.32
County,Renville,2017,"  14,689 ","  6,281 ",2.28
County,Rice,2017,"  65,960 ","  23,197 ",2.53
County,Rock,2017,"  9,491 ","  3,911 ",2.36
County,Roseau,2017,"  15,484 ","  6,325 ",2.42
County,Scott,2017,"  144,717 ","  49,185 ",2.91
County,Sherburne,2017,"  94,748 ","  32,132 ",2.88
County,Sibley,2017,"  14,869 ","  5,947 ",2.46
County,St. Louis,2017,"  199,922 ","  86,191 ",2.22
County,Stearns,2017,"  157,660 ","  59,202 ",2.54
County,Steele,2017,"  36,828 ","  14,489 ",2.50
County,Stevens,2017,"  9,748 ","  3,726 ",2.35
County,Swift,2017,"  9,423 ","  4,168 ",2.22
County,Todd,2017,"  24,513 ","  9,809 ",2.46
County,Traverse,2017,"  3,333 ","  1,484 ",2.18
County,Wabasha,2017,"  21,393 ","  8,899 ",2.38
County,Wadena,2017,"  13,731 ","  5,745 ",2.30
County,Waseca,2017,"  18,793 ","  7,322 ",2.43
County,Washington,2017,"  256,905 ","  94,995 ",2.67
County,Watonwan,2017,"  10,839 ","  4,477 ",2.39
County,Wilkin,2017,"  6,343 ","  2,697 ",2.29
County,Winona,2017,"  50,769 ","  19,863 ",2.35
County,Wright,2017,"  134,365 ","  47,767 ",2.79
County,Yellow Medicine,2017,"  9,881 ","  4,161 ",2.30
State,Minnesota,2016,"  5,528,630 ","  2,185,172 ",2.47
EDR,01 (Northwest),2016,"  85,794 ","  35,565 ",2.35
EDR,02 (Headwaters),2016,"  84,949 ","  33,793 ",2.44
EDR,03 (Arrowhead),2016,"  325,413 ","  139,369 ",2.24
EDR,04 (West Central),2016,"  228,502 ","  94,138 ",2.35
EDR,05 (North Central),2016,"  163,769 ","  67,710 ",2.38
EDR,06E (Southwest Central),2016,"  116,162 ","  47,031 ",2.42
EDR,06W (Upper MN Valley),2016,"  43,217 ","  18,742 ",2.25
EDR,07E (East Central),2016,"  164,355 ","  62,428 ",2.56
EDR,07W (Central),2016,"  421,787 ","  153,126 ",2.68
EDR,08 (Southwest),2016,"  117,020 ","  48,037 ",2.38
EDR,09 (South Central),2016,"  231,852 ","  93,379 ",2.37
EDR,10 (Southeast),2016,"  504,284 ","  199,387 ",2.44
EDR,11 (7 County Twin Cities),2016,"  3,041,526 ","  1,192,467 ",2.50
County,Aitkin,2016,"  15,610 ","  7,178 ",2.14
County,Anoka,2016,"  348,652 ","  128,135 ",2.69
County,Becker,2016,"  33,766 ","  13,928 ",2.39
County,Beltrami,2016,"  46,069 ","  17,592 ",2.50
County,Benton,2016,"  40,000 ","  15,842 ",2.46
County,Big Stone,2016,"  5,052 ","  2,239 ",2.20
County,Blue Earth,2016,"  67,087 ","  26,236 ",2.40
County,Brown,2016,"  25,333 ","  10,858 ",2.23
County,Carlton,2016,"  35,744 ","  13,709 ",2.46
County,Carver,2016,"  100,621 ","  36,418 ",2.73
County,Cass,2016,"  28,895 ","  12,206 ",2.35
County,Chippewa,2016,"  12,122 ","  5,167 ",2.30
County,Chisago,2016,"  54,766 ","  20,041 ",2.65
County,Clay,2016,"  62,886 ","  24,325 ",2.46
County,Clearwater,2016,"  8,824 ","  3,600 ",2.42
County,Cook,2016,"  5,264 ","  2,572 ",2.03
County,Cottonwood,2016,"  11,465 ","  4,833 ",2.32
County,Crow Wing,2016,"  64,000 ","  26,877 ",2.35
County,Dakota,2016,"  418,432 ","  160,890 ",2.58
County,Dodge,2016,"  20,506 ","  7,674 ",2.65
County,Douglas,2016,"  37,467 ","  16,141 ",2.29
County,Faribault,2016,"  13,780 ","  6,137 ",2.21
County,Fillmore,2016,"  20,885 ","  8,583 ",2.39
County,Freeborn,2016,"  30,576 ","  13,109 ",2.28
County,Goodhue,2016,"  46,717 ","  19,119 ",2.39
County,Grant,2016,"  5,886 ","  2,598 ",2.24
County,Hennepin,2016,"  1,237,604 ","  511,519 ",2.37
County,Houston,2016,"  18,834 ","  7,984 ",2.32
County,Hubbard,2016,"  20,730 ","  8,847 ",2.32
County,Isanti,2016,"  39,009 ","  14,500 ",2.66
County,Itasca,2016,"  45,672 ","  19,304 ",2.31
County,Jackson,2016,"  9,978 ","  4,396 ",2.24
County,Kanabec,2016,"  15,841 ","  6,330 ",2.46
County,Kandiyohi,2016,"  42,481 ","  16,909 ",2.45
County,Kittson,2016,"  4,339 ","  1,917 ",2.21
County,Koochiching,2016,"  12,753 ","  5,826 ",2.14
County,Lac qui Parle,2016,"  6,741 ","  3,021 ",2.18
County,Lake,2016,"  10,626 ","  4,812 ",2.16
County,Lake of the Woods,2016,"  3,883 ","  1,755 ",2.18
County,Le Sueur,2016,"  27,639 ","  10,852 ",2.52
County,Lincoln,2016,"  5,766 ","  2,535 ",2.22
County,Lyon,2016,"  25,684 ","  10,297 ",2.39
County,Mahnomen,2016,"  5,443 ","  1,999 ",2.68
County,Marshall,2016,"  9,317 ","  3,948 ",2.34
County,Martin,2016,"  19,880 ","  8,859 ",2.20
County,McLeod,2016,"  35,853 ","  14,637 ",2.42
County,Meeker,2016,"  23,109 ","  9,204 ",2.47
County,Mille Lacs,2016,"  25,860 ","  10,213 ",2.48
County,Morrison,2016,"  32,826 ","  13,162 ",2.45
County,Mower,2016,"  39,192 ","  15,871 ",2.43
County,Murray,2016,"  8,332 ","  3,644 ",2.24
County,Nicollet,2016,"  33,603 ","  12,726 ",2.41
County,Nobles,2016,"  21,825 ","  8,031 ",2.67
County,Norman,2016,"  6,592 ","  2,765 ",2.33
County,Olmsted,2016,"  153,039 ","  60,962 ",2.47
County,Otter Tail,2016,"  58,001 ","  24,452 ",2.33
County,Pennington,2016,"  14,244 ","  6,043 ",2.30
County,Pine,2016,"  28,879 ","  11,344 ",2.40
County,Pipestone,2016,"  9,211 ","  3,985 ",2.26
County,Polk,2016,"  31,647 ","  12,801 ",2.37
County,Pope,2016,"  11,026 ","  4,818 ",2.25
County,Ramsey,2016,"  540,653 ","  212,672 ",2.45
County,Red Lake,2016,"  3,996 ","  1,719 ",2.32
County,Redwood,2016,"  15,275 ","  6,416 ",2.32
County,Renville,2016,"  14,719 ","  6,281 ",2.28
County,Rice,2016,"  65,607 ","  23,033 ",2.53
County,Rock,2016,"  9,484 ","  3,900 ",2.37
County,Roseau,2016,"  15,659 ","  6,372 ",2.43
County,Scott,2016,"  142,436 ","  48,789 ",2.89
County,Sherburne,2016,"  93,457 ","  31,681 ",2.88
County,Sibley,2016,"  14,824 ","  5,934 ",2.46
County,St. Louis,2016,"  199,744 ","  85,968 ",2.22
County,Stearns,2016,"  155,732 ","  58,469 ",2.53
County,Steele,2016,"  36,765 ","  14,441 ",2.51
County,Stevens,2016,"  9,742 ","  3,697 ",2.35
County,Swift,2016,"  9,384 ","  4,159 ",2.22
County,Todd,2016,"  24,249 ","  9,719 ",2.46
County,Traverse,2016,"  3,354 ","  1,485 ",2.19
County,Wabasha,2016,"  21,216 ","  8,787 ",2.39
County,Wadena,2016,"  13,799 ","  5,746 ",2.32
County,Waseca,2016,"  18,784 ","  7,303 ",2.43
County,Washington,2016,"  253,128 ","  94,044 ",2.65
County,Watonwan,2016,"  10,922 ","  4,474 ",2.41
County,Wilkin,2016,"  6,374 ","  2,694 ",2.31
County,Winona,2016,"  50,947 ","  19,824 ",2.36
County,Wright,2016,"  132,598 ","  47,134 ",2.79
County,Yellow Medicine,2016,"  9,918 ","  4,156 ",2.31
State,Minnesota,2015,"  5,485,238 ","  2,163,531 ",2.47
EDR,01 (Northwest),2015,"  86,050 ","  35,536 ",2.36
EDR,02 (Headwaters),2015,"  84,735 ","  33,658 ",2.44
EDR,03 (Arrowhead),2015,"  326,131 ","  138,942 ",2.25
EDR,04 (West Central),2015,"  227,048 ","  93,173 ",2.36
EDR,05 (North Central),2015,"  163,119 ","  67,183 ",2.39
EDR,06E (Southwest Central),2015,"  116,515 ","  47,005 ",2.43
EDR,06W (Upper MN Valley),2015,"  43,343 ","  18,776 ",2.26
EDR,07E (East Central),2015,"  163,656 ","  62,022 ",2.56
EDR,07W (Central),2015,"  417,441 ","  151,608 ",2.67
EDR,08 (Southwest),2015,"  117,763 ","  48,234 ",2.38
EDR,09 (South Central),2015,"  231,683 ","  92,791 ",2.38
EDR,10 (Southeast),2015,"  502,335 ","  197,948 ",2.45
EDR,11 (7 County Twin Cities),2015,"  3,005,419 ","  1,176,655 ",2.50
County,Aitkin,2015,"  15,715 ","  7,194 ",2.15
County,Anoka,2015,"  344,838 ","  126,569 ",2.69
County,Becker,2015,"  33,567 ","  13,786 ",2.40
County,Beltrami,2015,"  45,873 ","  17,491 ",2.50
County,Benton,2015,"  39,739 ","  15,686 ",2.47
County,Big Stone,2015,"  5,054 ","  2,235 ",2.20
County,Blue Earth,2015,"  66,179 ","  25,703 ",2.41
County,Brown,2015,"  25,434 ","  10,846 ",2.24
County,Carlton,2015,"  35,635 ","  13,667 ",2.46
County,Carver,2015,"  98,798 ","  35,510 ",2.75
County,Cass,2015,"  28,718 ","  12,067 ",2.36
County,Chippewa,2015,"  12,117 ","  5,167 ",2.30
County,Chisago,2015,"  54,332 ","  19,871 ",2.65
County,Clay,2015,"  62,181 ","  23,844 ",2.47
County,Clearwater,2015,"  8,802 ","  3,582 ",2.43
County,Cook,2015,"  5,219 ","  2,552 ",2.03
County,Cottonwood,2015,"  11,575 ","  4,851 ",2.33
County,Crow Wing,2015,"  63,481 ","  26,577 ",2.36
County,Dakota,2015,"  414,490 ","  159,189 ",2.58
County,Dodge,2015,"  20,378 ","  7,611 ",2.66
County,Douglas,2015,"  37,103 ","  15,904 ",2.30
County,Faribault,2015,"  13,945 ","  6,156 ",2.23
County,Fillmore,2015,"  20,826 ","  8,573 ",2.39
County,Freeborn,2015,"  30,642 ","  13,071 ",2.30
County,Goodhue,2015,"  46,611 ","  19,060 ",2.40
County,Grant,2015,"  5,872 ","  2,592 ",2.24
County,Hennepin,2015,"  1,221,703 ","  504,178 ",2.37
County,Houston,2015,"  18,788 ","  7,961 ",2.33
County,Hubbard,2015,"  20,679 ","  8,810 ",2.33
County,Isanti,2015,"  38,521 ","  14,334 ",2.66
County,Itasca,2015,"  45,658 ","  19,206 ",2.32
County,Jackson,2015,"  10,113 ","  4,425 ",2.26
County,Kanabec,2015,"  15,908 ","  6,347 ",2.47
County,Kandiyohi,2015,"  42,510 ","  16,888 ",2.45
County,Kittson,2015,"  4,422 ","  1,942 ",2.22
County,Koochiching,2015,"  12,889 ","  5,832 ",2.17
County,Lac qui Parle,2015,"  6,866 ","  3,048 ",2.20
County,Lake,2015,"  10,634 ","  4,803 ",2.17
County,Lake of the Woods,2015,"  3,925 ","  1,763 ",2.19
County,Le Sueur,2015,"  27,704 ","  10,836 ",2.53
County,Lincoln,2015,"  5,770 ","  2,540 ",2.22
County,Lyon,2015,"  25,776 ","  10,322 ",2.39
County,Mahnomen,2015,"  5,456 ","  2,012 ",2.67
County,Marshall,2015,"  9,417 ","  3,990 ",2.34
County,Martin,2015,"  20,122 ","  8,905 ",2.22
County,McLeod,2015,"  35,930 ","  14,600 ",2.43
County,Meeker,2015,"  23,110 ","  9,177 ",2.48
County,Mille Lacs,2015,"  25,788 ","  10,134 ",2.49
County,Morrison,2015,"  32,786 ","  13,100 ",2.46
County,Mower,2015,"  39,181 ","  15,865 ",2.43
County,Murray,2015,"  8,418 ","  3,657 ",2.26
County,Nicollet,2015,"  33,432 ","  12,608 ",2.42
County,Nobles,2015,"  21,743 ","  8,024 ",2.66
County,Norman,2015,"  6,666 ","  2,776 ",2.35
County,Olmsted,2015,"  151,388 ","  59,862 ",2.49
County,Otter Tail,2015,"  57,679 ","  24,334 ",2.32
County,Pennington,2015,"  14,206 ","  5,993 ",2.32
County,Pine,2015,"  29,107 ","  11,336 ",2.41
County,Pipestone,2015,"  9,281 ","  4,016 ",2.26
County,Polk,2015,"  31,529 ","  12,732 ",2.38
County,Pope,2015,"  11,016 ","  4,796 ",2.26
County,Ramsey,2015,"  533,677 ","  210,222 ",2.45
County,Red Lake,2015,"  4,039 ","  1,733 ",2.32
County,Redwood,2015,"  15,486 ","  6,468 ",2.34
County,Renville,2015,"  14,965 ","  6,340 ",2.30
County,Rice,2015,"  65,420 ","  22,902 ",2.54
County,Rock,2015,"  9,601 ","  3,931 ",2.38
County,Roseau,2015,"  15,771 ","  6,370 ",2.45
County,Scott,2015,"  140,898 ","  48,318 ",2.89
County,Sherburne,2015,"  91,895 ","  31,282 ",2.86
County,Sibley,2015,"  14,884 ","  5,956 ",2.46
County,St. Louis,2015,"  200,381 ","  85,688 ",2.23
County,Stearns,2015,"  154,446 ","  57,928 ",2.53
County,Steele,2015,"  36,708 ","  14,404 ",2.51
County,Stevens,2015,"  9,804 ","  3,729 ",2.35
County,Swift,2015,"  9,361 ","  4,159 ",2.21
County,Todd,2015,"  24,255 ","  9,686 ",2.47
County,Traverse,2015,"  3,405 ","  1,497 ",2.21
County,Wabasha,2015,"  21,265 ","  8,804 ",2.39
County,Wadena,2015,"  13,879 ","  5,753 ",2.33
County,Waseca,2015,"  18,988 ","  7,294 ",2.42
County,Washington,2015,"  251,015 ","  92,669 ",2.67
County,Watonwan,2015,"  10,995 ","  4,487 ",2.42
County,Wilkin,2015,"  6,421 ","  2,691 ",2.33
County,Winona,2015,"  51,128 ","  19,835 ",2.36
County,Wright,2015,"  131,361 ","  46,712 ",2.79
County,Yellow Medicine,2015,"  9,945 ","  4,167 ",2.31
State,Minnesota,2014,"  5,453,218 ","  2,149,023 ",2.47
EDR,01 (Northwest),2014,"  85,878 ","  35,506 ",2.36
EDR,02 (Headwaters),2014,"  84,584 ","  33,593 ",2.44
EDR,03 (Arrowhead),2014,"  326,761 ","  138,811 ",2.26
EDR,04 (West Central),2014,"  225,505 ","  92,332 ",2.36
EDR,05 (North Central),2014,"  162,834 ","  66,961 ",2.40
EDR,06E (Southwest Central),2014,"  116,389 ","  46,982 ",2.43
EDR,06W (Upper MN Valley),2014,"  43,758 ","  18,882 ",2.26
EDR,07E (East Central),2014,"  163,555 ","  61,818 ",2.57
EDR,07W (Central),2014,"  414,013 ","  150,491 ",2.67
EDR,08 (Southwest),2014,"  117,946 ","  48,297 ",2.38
EDR,09 (South Central),2014,"  231,686 ","  92,563 ",2.39
EDR,10 (Southeast),2014,"  500,966 ","  197,130 ",2.45
EDR,11 (7 County Twin Cities),2014,"  2,979,343 ","  1,165,657 ",2.50
County,Aitkin,2014,"  15,762 ","  7,164 ",2.16
County,Anoka,2014,"  342,612 ","  125,357 ",2.70
County,Becker,2014,"  33,272 ","  13,620 ",2.41
County,Beltrami,2014,"  45,770 ","  17,421 ",2.51
County,Benton,2014,"  39,518 ","  15,598 ",2.47
County,Big Stone,2014,"  5,124 ","  2,246 ",2.22
County,Blue Earth,2014,"  65,620 ","  25,499 ",2.41
County,Brown,2014,"  25,463 ","  10,786 ",2.26
County,Carlton,2014,"  35,576 ","  13,647 ",2.46
County,Carver,2014,"  97,162 ","  34,956 ",2.75
County,Cass,2014,"  28,570 ","  12,004 ",2.36
County,Chippewa,2014,"  12,132 ","  5,172 ",2.30
County,Chisago,2014,"  54,134 ","  19,719 ",2.66
County,Clay,2014,"  61,196 ","  23,363 ",2.47
County,Clearwater,2014,"  8,794 ","  3,578 ",2.43
County,Cook,2014,"  5,231 ","  2,546 ",2.03
County,Cottonwood,2014,"  11,633 ","  4,864 ",2.34
County,Crow Wing,2014,"  63,371 ","  26,484 ",2.36
County,Dakota,2014,"  411,507 ","  157,319 ",2.60
County,Dodge,2014,"  20,352 ","  7,586 ",2.66
County,Douglas,2014,"  36,789 ","  15,757 ",2.30
County,Faribault,2014,"  14,124 ","  6,166 ",2.25
County,Fillmore,2014,"  20,783 ","  8,580 ",2.38
County,Freeborn,2014,"  30,831 ","  13,123 ",2.30
County,Goodhue,2014,"  46,480 ","  18,964 ",2.40
County,Grant,2014,"  5,923 ","  2,609 ",2.24
County,Hennepin,2014,"  1,210,720 ","  499,094 ",2.37
County,Houston,2014,"  18,766 ","  7,944 ",2.33
County,Hubbard,2014,"  20,596 ","  8,788 ",2.32
County,Isanti,2014,"  38,397 ","  14,245 ",2.66
County,Itasca,2014,"  45,639 ","  19,088 ",2.33
County,Jackson,2014,"  10,266 ","  4,460 ",2.28
County,Kanabec,2014,"  15,966 ","  6,366 ",2.47
County,Kandiyohi,2014,"  42,258 ","  16,825 ",2.45
County,Kittson,2014,"  4,440 ","  1,949 ",2.22
County,Koochiching,2014,"  13,018 ","  5,852 ",2.18
County,Lac qui Parle,2014,"  6,922 ","  3,065 ",2.21
County,Lake,2014,"  10,695 ","  4,808 ",2.18
County,Lake of the Woods,2014,"  3,921 ","  1,762 ",2.19
County,Le Sueur,2014,"  27,791 ","  10,844 ",2.54
County,Lincoln,2014,"  5,788 ","  2,548 ",2.22
County,Lyon,2014,"  25,746 ","  10,318 ",2.39
County,Mahnomen,2014,"  5,503 ","  2,044 ",2.65
County,Marshall,2014,"  9,420 ","  3,986 ",2.34
County,Martin,2014,"  20,295 ","  8,955 ",2.23
County,McLeod,2014,"  35,942 ","  14,585 ",2.43
County,Meeker,2014,"  23,122 ","  9,185 ",2.48
County,Mille Lacs,2014,"  25,862 ","  10,160 ",2.50
County,Morrison,2014,"  32,859 ","  13,083 ",2.47
County,Mower,2014,"  39,356 ","  15,928 ",2.43
County,Murray,2014,"  8,475 ","  3,669 ",2.27
County,Nicollet,2014,"  33,350 ","  12,534 ",2.43
County,Nobles,2014,"  21,574 ","  8,016 ",2.64
County,Norman,2014,"  6,643 ","  2,791 ",2.33
County,Olmsted,2014,"  150,201 ","  59,365 ",2.49
County,Otter Tail,2014,"  57,612 ","  24,295 ",2.32
County,Pennington,2014,"  14,119 ","  5,964 ",2.31
County,Pine,2014,"  29,196 ","  11,328 ",2.42
County,Pipestone,2014,"  9,336 ","  4,014 ",2.27
County,Polk,2014,"  31,545 ","  12,743 ",2.38
County,Pope,2014,"  10,982 ","  4,771 ",2.26
County,Ramsey,2014,"  529,506 ","  209,659 ",2.44
County,Red Lake,2014,"  4,048 ","  1,727 ",2.32
County,Redwood,2014,"  15,573 ","  6,497 ",2.34
County,Renville,2014,"  15,067 ","  6,387 ",2.30
County,Rice,2014,"  65,180 ","  22,764 ",2.54
County,Rock,2014,"  9,555 ","  3,911 ",2.38
County,Roseau,2014,"  15,663 ","  6,346 ",2.44
County,Scott,2014,"  138,727 ","  47,562 ",2.89
County,Sherburne,2014,"  91,223 ","  31,077 ",2.86
County,Sibley,2014,"  14,919 ","  5,972 ",2.46
County,St. Louis,2014,"  200,840 ","  85,706 ",2.24
County,Stearns,2014,"  153,326 ","  57,603 ",2.53
County,Steele,2014,"  36,532 ","  14,356 ",2.51
County,Stevens,2014,"  9,836 ","  3,730 ",2.35
County,Swift,2014,"  9,453 ","  4,183 ",2.22
County,Todd,2014,"  24,266 ","  9,661 ",2.48
County,Traverse,2014,"  3,392 ","  1,493 ",2.20
County,Wabasha,2014,"  21,376 ","  8,806 ",2.40
County,Wadena,2014,"  13,768 ","  5,729 ",2.32
County,Waseca,2014,"  19,029 ","  7,303 ",2.43
County,Washington,2014,"  249,109 ","  91,710 ",2.67
County,Watonwan,2014,"  11,095 ","  4,504 ",2.43
County,Wilkin,2014,"  6,503 ","  2,694 ",2.36
County,Winona,2014,"  51,109 ","  19,714 ",2.37
County,Wright,2014,"  129,946 ","  46,213 ",2.79
County,Yellow Medicine,2014,"  10,127 ","  4,216 ",2.33
State,Minnesota,2013,"  5,417,838 ","  2,132,670 ",2.48
EDR,01 (Northwest),2013,"  85,839 ","  35,441 ",2.36
EDR,02 (Headwaters),2013,"  84,540 ","  33,546 ",2.45
EDR,03 (Arrowhead),2013,"  326,373 ","  138,423 ",2.26
EDR,04 (West Central),2013,"  224,395 ","  91,642 ",2.37
EDR,05 (North Central),2013,"  162,892 ","  66,870 ",2.40
EDR,06E (Southwest Central),2013,"  116,769 ","  47,034 ",2.44
